flight_id,People_on_a_board,average_sum
74047,31,249600.00
74048,37,304000.00
74049,38,309300.00
74050,38,324200.00
74051,50,389700.00
74052,33,330500.00
74053,49,398600.00
74054,44,377200.00
74055,35,304800.00
74056,35,303400.00
74057,48,418200.00
74058,45,383900.00
74059,55,492800.00
74060,49,410700.00
74061,49,437000.00
74062,47,385200.00
74063,25,195200.00
74064,32,269100.00
74065,43,356300.00
74066,43,356300.00
74067,39,357200.00
74069,47,424300.00
74070,49,452600.00
74071,37,316100.00
74072,44,376500.00
74074,37,315400.00
74075,47,383100.00
74076,37,304700.00
74077,46,378500.00
74078,38,350500.00
74079,37,316800.00
74080,47,424300.00
74081,46,364300.00
74082,40,295700.00
74083,43,370500.00
74084,34,310200.00
74085,45,371100.00
74086,28,282800.00
74087,38,376800.00
74088,52,445000.00
74089,34,309500.00
74090,32,296800.00
74091,52,458500.00
74092,50,445800.00
74093,41,384100.00
74094,37,302600.00
74095,37,304000.00
74096,34,283200.00
74097,30,268500.00
74098,42,322600.00
74099,44,377200.00
74100,22,215600.00
74101,39,316700.00
74102,32,269800.00
74103,35,316200.00
74104,33,303500.00
74105,42,351000.00
74106,31,290100.00
74107,56,472500.00
74108,37,342400.00
74109,46,392000.00
74110,49,197200.00
74111,50,201200.00
74112,47,189200.00
74113,45,180900.00
74114,47,189200.00
74115,50,201200.00
74116,48,192900.00
74117,48,193200.00
74118,49,197200.00
74119,48,192900.00
74120,41,164900.00
74121,44,176900.00
74122,38,152600.00
74123,49,197200.00
74124,48,193200.00
74125,49,197200.00
74126,46,185200.00
74127,45,180900.00
74128,48,193200.00
74129,46,185200.00
74130,50,201200.00
74131,48,192900.00
74132,43,172900.00
74133,40,160600.00
74134,50,201200.00
74135,50,201200.00
74136,40,161200.00
74137,48,193200.00
74138,50,201200.00
74139,44,176900.00
74140,46,184600.00
74141,49,197200.00
74142,47,189200.00
74143,50,201200.00
74145,44,177200.00
74146,45,181200.00
74147,45,181200.00
74148,6,24000.00
74149,46,185200.00
74150,47,188900.00
74151,49,197200.00
74152,47,188900.00
74153,48,193200.00
74154,49,196900.00
74155,50,201200.00
74156,47,188600.00
74158,46,185200.00
74159,48,193200.00
74160,42,168900.00
74161,50,201200.00
74162,47,189200.00
74163,41,165200.00
74164,49,197200.00
74165,48,193200.00
74166,49,197200.00
74167,44,177200.00
74168,45,181200.00
74169,46,185200.00
74170,47,189200.00
74171,48,193200.00
74172,45,181200.00
74173,49,197200.00
74174,42,169200.00
74175,48,193200.00
74176,49,197200.00
74177,47,189200.00
74178,47,188900.00
74179,48,192900.00
74180,50,201200.00
74181,44,176900.00
74182,47,189200.00
74183,49,197200.00
74184,44,177200.00
74185,47,189200.00
74186,45,180900.00
74187,45,181200.00
74188,5,20000.00
74189,49,197200.00
74190,42,169200.00
74191,43,172600.00
74192,49,197200.00
74193,43,173200.00
74194,40,161200.00
74195,45,181200.00
74196,46,184900.00
74197,47,189200.00
74198,42,169200.00
74199,44,177200.00
74200,50,201200.00
74201,49,197200.00
74202,45,181200.00
74203,46,185200.00
74204,47,189200.00
74205,47,189200.00
74206,46,185200.00
74207,50,201200.00
74208,48,192900.00
74209,44,177200.00
74210,46,185200.00
74211,47,189200.00
74212,50,201200.00
74213,50,201200.00
74214,49,197200.00
74215,45,181200.00
74216,41,164600.00
74217,40,160600.00
74218,47,188900.00
74219,48,193200.00
74220,49,197200.00
74221,43,173200.00
74222,48,193200.00
74223,50,201200.00
74224,46,184900.00
74225,50,201200.00
74226,16,64900.00
74227,50,201200.00
74228,48,193200.00
74229,48,192900.00
74230,50,201200.00
74231,26,104600.00
74232,47,189200.00
74233,44,177200.00
74235,45,180900.00
74236,50,201200.00
74237,44,177200.00
74238,46,185200.00
74239,47,189200.00
74240,47,189200.00
74241,49,196900.00
74242,49,197200.00
74243,50,201200.00
74244,37,148900.00
74245,50,201200.00
74246,42,168900.00
74247,46,185200.00
74248,47,189200.00
74249,45,181200.00
74250,45,181200.00
74251,47,189200.00
74252,44,177200.00
74253,45,181200.00
74254,50,201200.00
74255,50,201200.00
74256,49,196900.00
74257,46,185200.00
74258,47,189200.00
74259,50,201200.00
74260,45,181200.00
74261,47,189200.00
74262,47,189200.00
74263,49,197200.00
74264,48,193200.00
74265,46,185200.00
74266,50,201200.00
74267,47,188900.00
74268,47,189200.00
74269,49,197200.00
74270,49,197200.00
74271,49,197200.00
74272,7,28600.00
74273,44,177200.00
74274,46,185200.00
74275,47,189200.00
74276,48,193200.00
74277,45,181200.00
74278,44,177200.00
74279,40,160900.00
74280,44,177200.00
74281,47,189200.00
74282,50,201200.00
74283,39,157200.00
74284,48,192900.00
74285,40,160900.00
74286,45,180900.00
74287,46,185200.00
74288,48,193200.00
74289,46,184600.00
74290,44,177200.00
74291,50,201200.00
74292,48,193200.00
74293,45,181200.00
74294,49,197200.00
74295,43,172900.00
74296,47,189200.00
74297,45,180900.00
74298,41,164900.00
74299,47,189200.00
74300,39,156900.00
74301,47,188900.00
74302,45,180900.00
74303,50,201200.00
74304,44,176900.00
74305,47,189200.00
74306,41,164600.00
74307,49,197200.00
74308,50,201200.00
74309,49,197200.00
74310,50,201200.00
74311,44,177200.00
74312,42,169200.00
74313,41,165200.00
74314,48,193200.00
74315,50,201200.00
74316,50,201200.00
74317,14,56300.00
74318,49,197200.00
74319,45,181200.00
74320,47,189200.00
74321,48,193200.00
74322,50,201200.00
74323,49,197200.00
74324,43,172900.00
74326,49,197200.00
74327,49,197200.00
74328,46,184900.00
74329,47,189200.00
74330,50,201200.00
74331,50,201200.00
74332,40,160900.00
74333,48,193200.00
74334,45,180900.00
74335,41,165200.00
74336,48,192900.00
74337,50,201200.00
74338,49,196900.00
74339,43,172900.00
74340,48,193200.00
74341,46,185200.00
74342,47,188900.00
74343,50,201200.00
74344,46,184900.00
74345,48,193200.00
74346,48,193200.00
74347,47,188900.00
74348,47,189200.00
74349,48,193200.00
74350,47,188900.00
74351,46,184900.00
74352,46,185200.00
74353,46,185200.00
74354,49,197200.00
74355,48,193200.00
74356,50,201200.00
74357,48,193200.00
74358,11,44900.00
74359,47,188900.00
74360,47,189200.00
74361,49,197200.00
74362,44,176900.00
74363,49,197200.00
74364,48,193200.00
74365,49,197200.00
74366,50,201200.00
74367,49,197200.00
74368,50,201200.00
74369,49,197200.00
74370,49,197200.00
74371,44,177200.00
74372,48,193200.00
74373,43,172900.00
74374,42,168900.00
74375,45,180600.00
74376,46,185200.00
74377,50,201200.00
74378,48,193200.00
74379,50,201200.00
74380,44,176900.00
74381,46,185200.00
74382,47,189200.00
74383,47,189200.00
74384,47,189200.00
74385,42,168900.00
74386,49,197200.00
74387,49,197200.00
74388,46,184900.00
74389,45,181200.00
74390,46,185200.00
74391,49,197200.00
74392,45,181200.00
74393,43,173200.00
74394,48,193200.00
74395,46,184900.00
74396,44,176900.00
74397,42,169200.00
74398,43,172900.00
74399,41,164600.00
74400,45,180900.00
74401,50,201200.00
74402,50,201200.00
74403,45,180900.00
74404,47,189200.00
74405,15,60300.00
74406,42,168900.00
74407,50,201200.00
74408,46,185200.00
74409,50,201200.00
74410,43,173200.00
74411,43,173200.00
74412,41,164900.00
74413,45,180900.00
74414,48,193200.00
74415,43,172900.00
74416,46,185200.00
74417,50,201200.00
74418,41,165200.00
74419,47,189200.00
74420,49,197200.00
74421,44,177200.00
74422,36,144300.00
74423,47,189200.00
74424,41,165200.00
74425,50,201200.00
74426,4,16000.00
74427,48,193200.00
74428,50,201200.00
74429,50,201200.00
74430,48,193200.00
74431,46,185200.00
74432,47,189200.00
74433,50,201200.00
74434,48,193200.00
74435,48,193200.00
74436,48,193200.00
74437,44,177200.00
74438,50,201200.00
74439,47,188900.00
74440,50,201200.00
74441,49,197200.00
74442,40,161200.00
74443,46,184900.00
74444,47,189200.00
74445,47,189200.00
74446,24,96900.00
74447,50,201200.00
74448,46,185200.00
74449,48,193200.00
74450,47,189200.00
74451,48,193200.00
74452,44,177200.00
74453,47,189200.00
74454,47,189200.00
74455,49,196900.00
74456,46,185200.00
74457,41,165200.00
74458,48,193200.00
74459,47,189200.00
74460,46,185200.00
74461,44,177200.00
74462,47,189200.00
74463,46,185200.00
74464,47,188900.00
74465,48,193200.00
74466,46,184600.00
74467,46,185200.00
74468,46,185200.00
74469,47,189200.00
74470,48,193200.00
74471,49,197200.00
74472,49,197200.00
74473,46,185200.00
74474,47,189200.00
74475,49,197200.00
74476,50,201200.00
74477,50,201200.00
74478,44,177200.00
74479,46,185200.00
74480,46,184900.00
74481,49,197200.00
74482,47,189200.00
74483,43,173200.00
74484,50,201200.00
74485,46,184900.00
74486,48,193200.00
74487,47,189200.00
74488,43,172900.00
74489,50,201200.00
74490,48,193200.00
74491,48,192900.00
74492,49,197200.00
74493,50,201200.00
74494,47,188900.00
74495,50,201200.00
74496,47,189200.00
74497,48,193200.00
74498,50,201200.00
74499,47,189200.00
74500,47,189200.00
74501,43,173200.00
74502,44,176900.00
74503,6,24600.00
74504,48,193200.00
74505,50,201200.00
74620,54,549200.00
74621,49,505200.00
74622,45,504300.00
74623,47,538600.00
74624,47,539500.00
74625,55,609900.00
74626,46,496400.00
74627,50,512200.00
74628,50,548300.00
74629,51,521000.00
74630,48,580800.00
74632,52,581700.00
74633,54,635400.00
74634,44,478800.00
74635,55,609000.00
74636,50,529800.00
74637,48,565000.00
74638,56,601100.00
74639,49,521000.00
74640,48,510400.00
74641,48,548300.00
74642,55,592300.00
74643,45,521000.00
74644,50,563200.00
74645,36,352000.00
74646,49,555300.00
74647,51,538600.00
74648,49,521000.00
74649,55,643300.00
74650,50,565000.00
74651,52,582600.00
74652,52,530700.00
74653,48,531600.00
74654,47,521000.00
74655,45,484900.00
74656,46,494600.00
74657,47,522800.00
74658,47,539500.00
74659,46,477900.00
74660,44,459400.00
74661,47,521000.00
74662,47,503400.00
74663,46,477000.00
74664,46,565900.00
74665,53,609900.00
74666,48,528900.00
74667,47,504300.00
74668,42,425100.00
74669,49,503400.00
74670,50,564100.00
74671,46,528000.00
74672,48,494600.00
74673,45,519200.00
74674,47,523700.00
74675,49,505200.00
74676,55,609900.00
74677,45,468200.00
74678,44,477000.00
74679,57,627500.00
74680,50,566800.00
74681,46,477000.00
74682,43,450600.00
74683,47,502500.00
74684,3,26400.00
74685,45,537700.00
74686,56,601100.00
74687,51,556200.00
74688,44,441800.00
74689,48,531600.00
74690,45,468200.00
74691,54,601100.00
74692,48,513100.00
74693,51,574700.00
74694,51,593200.00
74695,54,548300.00
74696,55,591400.00
74697,48,494600.00
74698,48,531600.00
74699,48,546500.00
74700,51,609000.00
74701,48,513100.00
74702,45,504300.00
74703,45,537700.00
74704,47,451500.00
74705,47,506100.00
74706,46,477900.00
74707,48,548300.00
74708,51,556200.00
74709,48,528900.00
74710,47,505200.00
74711,46,477900.00
74712,46,528900.00
74713,48,494600.00
74714,52,583500.00
74715,50,618700.00
74716,47,505200.00
74717,53,593200.00
74718,49,522800.00
74719,50,600200.00
74720,45,470000.00
74721,56,617800.00
74722,48,547400.00
74723,49,485800.00
74724,47,557100.00
74725,46,514000.00
74726,61,661800.00
74727,51,609900.00
74728,51,575600.00
74729,44,477900.00
74730,56,600200.00
74731,50,512200.00
74732,53,592300.00
74733,54,600200.00
74734,54,532500.00
74735,44,494600.00
74736,56,581700.00
74737,45,503400.00
74738,49,540400.00
74739,53,645100.00
74740,55,643300.00
74741,47,572900.00
74742,59,679400.00
74743,46,494600.00
74744,51,590500.00
74745,45,504300.00
74746,53,592300.00
74747,49,557100.00
74748,54,582600.00
74749,43,503400.00
74750,50,512200.00
74751,49,540400.00
74752,54,582600.00
74753,47,487600.00
74754,56,585300.00
74755,45,469100.00
74756,48,529800.00
74757,48,493700.00
74758,58,618700.00
74759,52,619600.00
74760,50,583500.00
74761,46,495500.00
74762,51,592300.00
74763,47,485800.00
74764,48,530700.00
74765,56,635400.00
74766,48,461200.00
74767,49,556200.00
74768,48,531600.00
74769,56,617800.00
74770,45,539500.00
74771,58,618700.00
74772,44,495500.00
74773,47,558000.00
74774,50,583500.00
74775,52,599300.00
74776,59,628400.00
74777,56,584400.00
74778,55,610800.00
74779,47,555300.00
74780,54,602900.00
74781,59,681200.00
74782,52,548300.00
74783,45,487600.00
74784,47,522800.00
74785,50,565000.00
74786,47,503400.00
74787,46,494600.00
74788,55,608100.00
74789,49,591400.00
74790,47,503400.00
74791,50,530700.00
74792,52,581700.00
74793,49,539500.00
74794,47,539500.00
74795,46,529800.00
74796,54,599300.00
74797,47,519200.00
74798,50,548300.00
74799,56,635400.00
74800,47,503400.00
74801,45,503400.00
74802,49,540400.00
74803,54,584400.00
74804,44,513100.00
74805,49,521900.00
74807,55,593200.00
74808,47,506100.00
74809,53,572900.00
74810,49,556200.00
74811,48,548300.00
74812,48,547400.00
74813,47,502500.00
74814,54,601100.00
74815,48,530700.00
74816,48,584400.00
74817,59,662700.00
74818,50,601100.00
74819,45,432100.00
74821,48,530700.00
74822,51,556200.00
74823,48,566800.00
74824,51,609000.00
74825,50,512200.00
74826,55,592300.00
74827,50,548300.00
74828,58,653900.00
74829,49,572900.00
74830,48,497300.00
74831,48,495500.00
74832,47,505200.00
74833,48,547400.00
74834,58,619600.00
74835,47,469100.00
74836,51,557100.00
74837,46,565000.00
74838,48,512200.00
74839,48,528900.00
74840,61,697000.00
74841,45,521000.00
74842,47,520100.00
74843,3,26400.00
74844,50,566800.00
74845,49,538600.00
74846,50,511300.00
74847,51,573800.00
74848,50,547400.00
74849,54,620500.00
74850,57,557100.00
74851,50,529800.00
74852,44,477000.00
74853,51,573800.00
74854,45,487600.00
74855,43,522800.00
74856,48,495500.00
74857,50,549200.00
74858,47,521000.00
74859,55,590500.00
74860,47,504300.00
74861,45,468200.00
74862,46,462100.00
74863,58,566800.00
74864,49,523700.00
74865,51,574700.00
74866,47,486700.00
74867,47,505200.00
74868,48,477000.00
74869,59,662700.00
74870,47,470000.00
74871,56,601100.00
74872,48,549200.00
74873,44,495500.00
74874,44,459400.00
74875,50,514900.00
74876,46,512200.00
74877,48,528900.00
74878,48,528900.00
74879,34,371400.00
74880,58,653900.00
74881,48,512200.00
74882,51,522800.00
74883,59,645100.00
74884,54,547400.00
74885,45,469100.00
74886,59,644200.00
74887,2,17600.00
74888,43,485800.00
74889,53,626600.00
74890,54,602000.00
74891,48,514000.00
74892,53,574700.00
74893,45,449700.00
74894,43,504300.00
74895,45,433900.00
74896,62,741000.00
74897,46,477000.00
74898,54,616900.00
74899,58,653000.00
74900,49,521000.00
74901,58,619600.00
74902,48,528900.00
74903,52,582600.00
74904,50,530700.00
74906,10,123200.00
74907,52,582600.00
74908,52,585300.00
74909,43,504300.00
74910,51,540400.00
74911,45,537700.00
74912,49,557100.00
74913,47,467300.00
74914,47,538600.00
74915,46,494600.00
74916,56,583500.00
74917,48,510400.00
74918,63,681200.00
74919,51,555300.00
74920,48,513100.00
74921,48,477000.00
74922,46,529800.00
74923,52,582600.00
74924,45,450600.00
74925,48,513100.00
74926,51,556200.00
74927,51,522800.00
74928,48,617800.00
74929,49,521000.00
74930,45,467300.00
74931,54,585300.00
74932,1,8800.00
74933,49,522800.00
74934,45,469100.00
74935,53,557100.00
74936,48,529800.00
74937,5,61600.00
74938,44,512200.00
74939,48,494600.00
74940,58,670600.00
74941,47,541300.00
74942,50,565900.00
74943,47,538600.00
74944,49,522800.00
74945,51,574700.00
74946,47,538600.00
74947,56,616900.00
74948,49,537700.00
74949,53,572900.00
74950,52,584400.00
74951,54,565900.00
74952,49,538600.00
74953,48,513100.00
74954,46,512200.00
74955,51,575600.00
74956,57,590500.00
74957,46,496400.00
74958,46,532500.00
74959,47,573800.00
74960,52,531600.00
74961,61,626600.00
74962,61,609900.00
74963,47,538600.00
74964,53,592300.00
74965,46,548300.00
74966,58,653000.00
74967,47,505200.00
74968,52,565000.00
74969,51,593200.00
74970,45,469100.00
74971,14,140800.00
74972,47,504300.00
74973,47,539500.00
74974,55,592300.00
74975,49,536800.00
74976,55,573800.00
74978,53,591400.00
74979,47,470000.00
74980,50,495500.00
74981,46,476100.00
74982,54,618700.00
74983,20,229700.00
74984,50,512200.00
74985,46,492800.00
74986,28,334400.00
74987,43,485800.00
74988,53,539500.00
74989,55,593200.00
74990,53,609900.00
74991,48,546500.00
74992,49,520100.00
74993,49,590500.00
74994,47,538600.00
74995,45,484900.00
74996,43,467300.00
74997,49,539500.00
74998,45,520100.00
74999,49,521900.00
75000,47,557100.00
75001,54,617800.00
75002,47,521000.00
75003,44,477900.00
75004,44,513100.00
75005,46,511300.00
75006,49,574700.00
75007,50,583500.00
75008,46,440900.00
75009,46,460300.00
75010,50,581700.00
75011,49,502500.00
75012,2,17600.00
75013,48,530700.00
75014,55,611700.00
75015,46,459400.00
75016,140,1314600.00
75017,152,1430300.00
75018,137,1338000.00
75019,38,447300.00
75020,136,1285800.00
75021,151,1452400.00
75022,137,1278700.00
75023,139,1336700.00
75024,146,1415000.00
75025,153,1481100.00
75026,155,1494800.00
75027,146,1402100.00
75028,147,1379300.00
75029,150,1444500.00
75030,147,1366400.00
75031,146,1415000.00
75032,141,1321800.00
75033,146,1430700.00
75034,145,1422100.00
75035,145,1337000.00
75036,148,1429400.00
75037,153,1495400.00
75038,156,1502700.00
75039,141,1379700.00
75040,139,1351000.00
75041,148,1416500.00
75042,148,1443700.00
75043,150,1445900.00
75044,146,1400700.00
75045,151,1366600.00
75046,144,1373400.00
75047,152,1430300.00
75048,135,1293600.00
75049,142,1300400.00
75050,148,1430100.00
75051,153,1466800.00
75052,138,1315200.00
75053,151,1438800.00
75054,147,1394300.00
75055,133,1307800.00
75056,88,825100.00
75057,143,1350500.00
75058,149,1423000.00
75059,146,1415000.00
75060,148,1430100.00
75061,156,1489100.00
75062,145,1408500.00
75063,146,1372800.00
75064,143,1393400.00
75065,143,1394800.00
75066,151,1451000.00
75067,151,1451700.00
75068,147,1423600.00
75069,153,1510400.00
75070,142,1386900.00
75071,141,1335400.00
75072,145,1367000.00
75073,147,1380700.00
75074,138,1343100.00
75075,134,1328600.00
75076,127,1206000.00
75077,140,1315300.00
75078,146,1417100.00
75079,147,1437900.00
75080,137,1352300.00
75081,146,1345600.00
75082,42,406000.00
75083,145,1407100.00
75084,150,1417300.00
75085,83,858500.00
75086,146,1415700.00
75087,143,1350500.00
75088,137,1322300.00
75089,81,817600.00
75090,147,1380000.00
75091,148,1443700.00
75092,151,1438800.00
75093,145,1422100.00
75094,139,1366700.00
75095,146,1387100.00
75096,150,1460200.00
75097,146,1402100.00
75098,135,1294300.00
75099,145,1409200.00
75100,143,1350500.00
75101,143,1323300.00
75102,146,1402100.00
75103,145,1422800.00
75104,142,1371200.00
75105,140,1386100.00
75106,146,1402800.00
75107,149,1395100.00
75108,144,1358400.00
75109,150,1430900.00
75110,89,801600.00
75111,147,1451500.00
75112,137,1336600.00
75113,144,1388400.00
75114,148,1458700.00
75115,145,1365600.00
75117,144,1415600.00
75118,146,1374200.00
75119,148,1443700.00
75120,98,909300.00
75121,146,1373500.00
75122,146,1359200.00
75123,151,1437400.00
75124,142,1402600.00
75125,151,1479600.00
75126,151,1466700.00
75127,144,1373400.00
75128,151,1467400.00
75129,159,1538600.00
75130,152,1487500.00
75131,142,1358300.00
75132,145,1409200.00
75133,130,1256200.00
75134,142,1400500.00
75135,138,1358100.00
75136,142,1359000.00
75137,154,1446100.00
75138,151,1481000.00
75139,149,1409400.00
75140,140,1300300.00
75141,132,1214800.00
75142,139,1364600.00
75143,151,1466000.00
75144,148,1431500.00
75145,139,1350300.00
75146,141,1350400.00
75147,148,1429400.00
75148,133,1251300.00
75149,149,1409400.00
75150,144,1402000.00
75151,136,1314400.00
75152,126,1099400.00
75153,145,1394900.00
75154,141,1351100.00
75155,130,1284800.00
75156,115,1102500.00
75157,145,1392800.00
75158,134,1328600.00
75159,144,1357700.00
75160,146,1372100.00
75161,143,1394800.00
75162,145,1380600.00
75163,141,1394700.00
75164,147,1435800.00
75165,145,1352000.00
75166,141,1351800.00
75167,146,1388500.00
75168,153,1481100.00
75169,133,1320700.00
75170,149,1424400.00
75171,149,1466600.00
75172,155,1495500.00
75173,145,1381300.00
75174,145,1437100.00
75175,147,1438600.00
75176,146,1444300.00
75177,147,1437200.00
75178,143,1366900.00
75179,142,1330400.00
75180,136,1315100.00
75181,137,1306600.00
75182,145,1377800.00
75183,142,1415500.00
75184,142,1343300.00
75185,143,1337600.00
75186,152,1473200.00
75187,148,1416500.00
75188,153,1481100.00
75189,151,1423800.00
75190,148,1387900.00
75191,152,1473900.00
75192,141,1394000.00
75193,145,1366300.00
75194,98,1024400.00
75195,149,1408700.00
75196,141,1349700.00
75197,140,1328200.00
75198,147,1409300.00
75199,144,1415600.00
75200,147,1381400.00
75201,142,1401900.00
75202,140,1373200.00
75203,143,1394800.00
75204,148,1417200.00
75205,145,1380600.00
75206,150,1430200.00
75207,137,1323000.00
75208,142,1374000.00
75209,115,1076700.00
75210,148,1415800.00
75211,142,1331100.00
75212,148,1387900.00
75213,138,1373800.00
75214,146,1400700.00
75215,139,1323100.00
75216,148,1402200.00
75217,149,1452300.00
75218,140,1330300.00
75219,154,1460400.00
75220,115,1074600.00
75221,84,766300.00
75222,142,1387600.00
75223,147,1437200.00
75224,151,1466000.00
75225,141,1295300.00
75226,149,1452300.00
75227,151,1438800.00
75228,144,1402000.00
75229,142,1356900.00
75230,96,955600.00
75231,145,1379900.00
75232,78,736700.00
75233,146,1416400.00
75234,146,1402800.00
75235,154,1459000.00
75236,151,1438100.00
75237,151,1410200.00
75238,145,1309100.00
75239,151,1466000.00
75240,148,1428700.00
75241,136,1313000.00
75242,138,1302300.00
75243,142,1344700.00
75244,149,1423000.00
75245,151,1451000.00
75246,140,1343200.00
75247,149,1438000.00
75248,145,1380600.00
75249,153,1496100.00
75250,142,1358300.00
75251,142,1370500.00
75252,146,1402800.00
75253,143,1394800.00
75254,146,1415000.00
75255,144,1386300.00
75256,146,1431400.00
75257,142,1358300.00
75258,148,1414400.00
75259,138,1287300.00
75260,141,1352500.00
75261,137,1308000.00
75262,150,1430900.00
75263,139,1338100.00
75264,137,1264400.00
75265,145,1437800.00
75266,142,1374000.00
75267,151,1480300.00
75268,148,1430800.00
75269,151,1453100.00
75270,139,1365300.00
75271,151,1438100.00
75272,147,1422200.00
75273,140,1344600.00
75274,136,1300800.00
75275,143,1350500.00
75276,138,1287300.00
75277,98,940000.00
75278,137,1335900.00
75279,148,1402900.00
75280,139,1338100.00
75281,146,1415000.00
75282,140,1330300.00
75283,83,801300.00
75284,145,1423500.00
75285,149,1424400.00
75286,142,1401200.00
75287,142,1401200.00
75288,120,1185600.00
75289,48,476400.00
75290,146,1373500.00
75291,152,1473200.00
75292,145,1408500.00
75293,150,1473800.00
75294,147,1407900.00
75295,144,1429900.00
75296,151,1466700.00
75297,142,1371200.00
75298,144,1373400.00
75299,149,1438700.00
75300,143,1379100.00
75301,146,1373500.00
75302,152,1445300.00
75303,141,1351100.00
75304,151,1438100.00
75305,145,1409900.00
75306,137,1308700.00
75307,133,1178400.00
75308,146,1400000.00
75309,139,1364600.00
75310,142,1401200.00
75311,134,1257800.00
75312,147,1408600.00
75313,143,1322600.00
75314,147,1380700.00
75315,142,1330400.00
75316,152,1458900.00
75317,147,1422900.00
75318,137,1321600.00
75319,137,1306600.00
75320,150,1445200.00
75321,140,1330300.00
75322,154,1474000.00
75323,140,1343200.00
75324,154,1489000.00
75325,73,629200.00
75326,141,1392600.00
75327,143,1366900.00
75328,145,1377800.00
75329,146,1402100.00
75330,142,1387600.00
75331,144,1373400.00
75332,146,1417100.00
75333,42,446100.00
75334,141,1308900.00
75335,150,1430200.00
75336,143,1349800.00
75337,147,1395700.00
75338,153,1453200.00
75339,148,1400800.00
75340,141,1364700.00
75341,144,1316200.00
75342,84,797000.00
75343,154,1474000.00
75344,144,1357700.00
75345,126,1226700.00
75346,141,1393300.00
75347,150,1458800.00
75348,146,1359200.00
75349,152,1474600.00
75350,149,1423700.00
75351,141,1351100.00
75352,141,1366100.00
75353,144,1386300.00
75354,142,1372600.00
75355,147,1381400.00
75356,147,1437900.00
75357,144,1315500.00
75358,46,533500.00
75359,147,1422900.00
75360,144,1344800.00
75361,141,1323200.00
75362,152,1446000.00
75363,153,1480400.00
75364,144,1401300.00
75365,134,1284300.00
75366,83,803400.00
75367,134,1286400.00
75368,150,1417300.00
75369,142,1372600.00
75370,81,744000.00
75371,152,1474600.00
75372,140,1343900.00
75373,150,1443800.00
75374,144,1428500.00
75375,143,1337600.00
75376,141,1322500.00
75377,141,1394700.00
75378,134,1300700.00
75379,142,1384800.00
75380,136,1300100.00
75381,145,1437800.00
75382,148,1416500.00
75383,143,1379800.00
75384,138,1328800.00
75385,147,1394300.00
75386,136,1357300.00
75387,144,1359100.00
75388,83,759100.00
75389,154,1501900.00
75390,141,1323900.00
75391,146,1385700.00
75392,148,1445100.00
75393,146,1415000.00
75394,149,1451600.00
75395,141,1351100.00
75396,146,1415700.00
75397,153,1451800.00
75398,147,1380000.00
75399,133,1320000.00
75400,141,1379700.00
75401,139,1351700.00
75402,152,1460300.00
75403,143,1379800.00
75404,149,1423000.00
75405,141,1338200.00
75406,152,1459600.00
75407,144,1387700.00
75408,146,1415700.00
75409,148,1402200.00
75410,148,1471600.00
75411,94,837600.00
75412,19,231800.00
75413,41,695800.00
75414,42,613200.00
75415,45,672900.00
75416,32,440200.00
75417,32,514300.00
75418,36,489000.00
75419,40,633800.00
75420,21,331500.00
75421,34,515600.00
75422,38,634900.00
75423,32,440200.00
75424,29,379300.00
75425,32,465700.00
75426,31,502100.00
75427,40,613100.00
75428,14,244900.00
75429,35,550900.00
75430,33,575100.00
75431,36,564300.00
75432,32,442600.00
75433,37,575300.00
75434,33,525300.00
75435,38,537700.00
75436,31,525200.00
75437,29,453400.00
75438,25,379100.00
75439,22,342500.00
75440,27,380400.00
75441,33,526500.00
75442,38,585100.00
75443,32,440200.00
75444,37,504800.00
75445,30,491100.00
75446,32,513100.00
75447,33,479100.00
75448,40,684800.00
75449,33,502200.00
75450,43,601100.00
75451,36,610500.00
75452,40,585200.00
75453,41,625300.00
75454,37,599600.00
75455,36,492600.00
75456,35,526600.00
75457,37,548600.00
75458,35,478000.00
75459,35,548500.00
75460,42,564600.00
75461,34,464600.00
75462,29,500800.00
75463,36,540000.00
75464,29,500800.00
75465,38,562000.00
75466,29,427900.00
75467,30,538500.00
75468,27,450900.00
75469,33,429300.00
75470,33,527700.00
75471,33,525300.00
75472,38,587500.00
75473,29,431500.00
75474,31,429200.00
75475,36,538800.00
75476,41,649600.00
75477,30,489900.00
75478,32,418300.00
75479,27,356100.00
75480,29,429100.00
75481,36,588600.00
75482,34,514400.00
75483,31,429200.00
75484,31,451100.00
75485,34,488900.00
75486,34,537500.00
75487,37,575300.00
75488,31,451100.00
75489,30,417000.00
75490,30,468000.00
75491,37,602000.00
75492,17,256000.00
75493,38,610600.00
75494,40,588800.00
75495,15,255900.00
75496,29,452200.00
75497,38,613000.00
75498,33,502200.00
75499,31,429200.00
75500,43,674000.00
75501,30,442500.00
75502,36,586200.00
75503,46,637700.00
75504,14,219400.00
75505,32,440200.00
75506,34,560600.00
75507,31,431600.00
75508,29,403600.00
75509,30,442500.00
75510,31,524000.00
75511,32,536200.00
75512,39,549900.00
75513,35,550900.00
75514,46,711800.00
75515,37,551000.00
75516,34,539900.00
75517,39,549900.00
75518,35,549700.00
75519,29,427900.00
75520,28,368300.00
75521,27,452100.00
75522,29,429100.00
75523,27,379200.00
75524,35,502300.00
75525,29,500800.00
75526,24,488400.00
75527,41,624100.00
75528,43,601100.00
75529,28,440000.00
75530,18,222000.00
75531,41,622900.00
75532,44,709300.00
